nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,27490,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,17302,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,53698,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,36921,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,273,Manufacture of Wiring and Wiring Devices,3-digit,17065,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,7337,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2511,Manufacture of Structural Metal Products,4-digit,19316,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,36727,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,38692,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,9169,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2733,Manufacture of Wiring Devices,4-digit,4631,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,5706,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,24,Manufacture of Basic Metals,2-digit,152772,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,82983,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,27,Manufacture of Electrical Equipment,2-digit,85572,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,30,Manufacture of Other Transport Equipment,2-digit,42354,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,60,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,27,Manufacture of Electrical Equipment,2-digit,93783,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,56532,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,28850,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,243,Casting of Metals,3-digit,35020,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,517,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2511,Manufacture of Structural Metal Products,4-digit,591,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2733,Manufacture of Wiring Devices,4-digit,27,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,38692,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,86194,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,424,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,17302,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,273,Manufacture of Wiring and Wiring Devices,3-digit,15518,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,5706,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2432,Casting of Non-ferrous Metals,4-digit,139,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1733,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,30,Manufacture of Other Transport Equipment,2-digit,38331,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,3,-
2008,2023-24,All India,Combined,No. of Employees Other Than Workers -Other Employees,24,Manufacture of Basic Metals,2-digit,124942,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,424,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,24,Manufacture of Basic Metals,2-digit,2179,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,27,Manufacture of Electrical Equipment,2-digit,1033,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,517,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,34218,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2733,Manufacture of Wiring Devices,4-digit,17316,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,10686,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3357,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,3,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,273,Manufacture of Wiring and Wiring Devices,3-digit,87,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,63845,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2432,Casting of Non-ferrous Metals,4-digit,14916,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2511,Manufacture of Structural Metal Products,4-digit,52199,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,103486,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,90472,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,30,Manufacture of Other Transport Equipment,2-digit,367,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2524,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,779,-
2008,2023-24,All India,Combined,Unpaid family members-proprietor etc,243,Casting of Metals,3-digit,793,-
2008,2023-24,All India,Combined,Wages and Salaries,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,257781,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,273,Manufacture of Wiring and Wiring Devices,3-digit,635506,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,86465,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,888665,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,964075,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1439303,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1827812,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,190241,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2733,Manufacture of Wiring Devices,4-digit,101287,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,243,Casting of Metals,3-digit,1078369,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,599424,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,567933,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2511,Manufacture of Structural Metal Products,4-digit,290271,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2432,Casting of Non-ferrous Metals,4-digit,85929,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,489932,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,27,Manufacture of Electrical Equipment,2-digit,3501797,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,2841287,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,24,Manufacture of Basic Metals,2-digit,6324072,₹ lakhs
2008,2023-24,All India,Combined,Wages and Salaries,30,Manufacture of Other Transport Equipment,2-digit,1815154,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,38203861,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2432,Casting of Non-ferrous Metals,4-digit,1701255,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2511,Manufacture of Structural Metal Products,4-digit,8759739,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,14168873,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,15623306,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,11028398,₹ lakhs
2008,2022-23,All India,Combined,Total Output,24,Manufacture of Basic Metals,2-digit,215324344,₹ lakhs
2008,2022-23,All India,Combined,Total Output,27,Manufacture of Electrical Equipment,2-digit,54769789,₹ lakhs
2008,2022-23,All India,Combined,Total Output,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,35494418,₹ lakhs
2008,2022-23,All India,Combined,Total Output,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,1435187,₹ lakhs
2008,2022-23,All India,Combined,Total Output,2733,Manufacture of Wiring Devices,4-digit,4474604,₹ lakhs
2008,2022-23,All India,Combined,Total Output,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,38203861,₹ lakhs
2008,2022-23,All India,Combined,Total Output,243,Casting of Metals,3-digit,23500382,₹ lakhs
2008,2022-23,All India,Combined,Total Output,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,13020322,₹ lakhs
2008,2022-23,All India,Combined,Total Output,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,22022482,₹ lakhs
2008,2022-23,All India,Combined,Total Output,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,15623306,₹ lakhs
2008,2022-23,All India,Combined,Total Output,273,Manufacture of Wiring and Wiring Devices,3-digit,17359010,₹ lakhs
2008,2022-23,All India,Combined,Total Output,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,1435187,₹ lakhs
2008,2022-23,All India,Combined,Total Output,30,Manufacture of Other Transport Equipment,2-digit,29189018,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,273,Manufacture of Wiring and Wiring Devices,3-digit,15005265,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,24,Manufacture of Basic Metals,2-digit,189899955,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,28637085,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,27,Manufacture of Electrical Equipment,2-digit,45994414,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,30,Manufacture of Other Transport Equipment,2-digit,23416141,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,17344818,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,33937702,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2432,Casting of Non-ferrous Metals,4-digit,1458413,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2511,Manufacture of Structural Metal Products,4-digit,7514156,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,11491965,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,12615669,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,9868210,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,10994350,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,243,Casting of Metals,3-digit,20617125,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,33937702,₹ lakhs
2008,2022-23,All India,Combined,Total Inputs,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,1034085,₹ lakhs
